date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
16/12/2025;20:09;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
27/12/2025;15:14;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Mobile Money
09/05/2026;10:10;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
06/08/2025;10:08;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
22/07/2025;12:21;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
12/06/2025;12:52;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;1900;Mobile Money
18/11/2025;10:21;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
02/01/2026;17:20;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
07/12/2025;15:09;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
25/12/2025;11:51;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
11/06/2025;17:46;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;2;15500;Cash
28/01/2026;12:19;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
08/10/2025;17:03;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
14/06/2025;09:09;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
11/02/2026;19:44;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
23/03/2026;08:14;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
19/02/2026;08:16;Magasin-Douala-02;P-0403;Power Bank 10000mAh;3;15000;Cash
22/05/2026;18:41;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;3;4500;Mobile Money
04/12/2025;10:44;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Carte Bancaire
24/02/2026;11:19;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;2;12500;Carte Bancaire
23/10/2025;13:54;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
07/10/2025;14:04;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
16/08/2025;17:29;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
23/01/2026;11:20;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Mobile Money
14/12/2025;12:07;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
13/10/2025;20:11;Magasin-Douala-01;P-0401;casque bluetooth xr-200;1;24500;Carte Bancaire
24/03/2026;17:32;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
16/06/2025;13:50;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
14/04/2026;08:26;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
21/03/2026;09:39;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
14/12/2025;19:15;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
04/01/2026;19:45;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
19/07/2025;21:03;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;3;2000;Carte Bancaire
24/07/2025;21:38;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
18/12/2025;16:43;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
22/02/2026;12:10;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Cash
14/04/2026;19:53;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
19/11/2025;21:52;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;3;12000;Orange Money
04/11/2025;20:35;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
01/06/2025;10:50;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
25/06/2025;18:08;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
08/09/2025;16:56;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
16/12/2025;15:28;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
04/03/2026;19:49;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
06/10/2025;13:33;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;2;2000;Mobile Money
11/07/2025;15:17;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
14/11/2025;12:19;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
24/05/2026;18:44;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
06/02/2026;17:40;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Orange Money
28/08/2025;08:15;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
11/06/2025;09:28;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
06/07/2025;13:52;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
29/10/2025;17:51;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Orange Money
17/08/2025;12:33;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;2;15000;Cash
19/05/2026;21:02;Magasin-Bafoussam-01;P-0401;casque bluetooth xr-200;1;24500;Mobile Money
28/05/2026;19:52;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
27/09/2025;19:50;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
16/04/2026;17:27;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
16/08/2025;10:16;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Cash
05/10/2025;12:00;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;3;4275;Orange Money
20/12/2025;10:58;Magasin-Bafoussam-01;P-0401;Casque BT XR200;1;24500;Carte Bancaire
19/07/2025;11:40;Magasin-Douala-01;P-0410;Huile Coco Bio 500 ml;2;4500;Cash
18/12/2025;17:28;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
15/08/2025;12:09;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
29/06/2025;12:15;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
19/12/2025;19:00;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;3;12000;Mobile Money
26/02/2026;12:30;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
03/09/2025;19:11;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;2;15500;Mobile Money
24/04/2026;20:06;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Orange Money
21/08/2025;19:37;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
14/02/2026;12:44;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
14/03/2026;21:12;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
16/06/2025;10:17;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
12/04/2026;21:48;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
02/09/2025;12:07;Magasin-Bafoussam-01;P-0401;Casque BT XR200;1;24500;Carte Bancaire
03/02/2026;14:37;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
07/09/2025;15:01;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
16/12/2025;11:20;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
10/06/2025;16:51;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
25/06/2025;08:03;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
26/04/2026;14:00;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
01/05/2026;13:33;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Mobile Money
25/07/2025;19:24;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Cash
25/05/2026;21:05;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
05/12/2025;18:48;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
06/07/2025;16:14;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
23/10/2025;12:14;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;1;4500;Carte Bancaire
04/07/2025;13:59;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
07/12/2025;15:54;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;4500;Cash
15/04/2026;09:55;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
25/05/2026;15:12;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
08/12/2025;20:09;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
15/10/2025;16:27;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
23/02/2026;21:19;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
04/07/2025;14:45;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
13/07/2025;08:08;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;3;12500;Orange Money
24/12/2025;09:25;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
23/03/2026;16:29;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
11/02/2026;20:53;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
25/03/2026;18:36;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;3;32000;Mobile Money
04/02/2026;11:52;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
02/09/2025;14:39;Magasin-Douala-02;P-0401;Casque BT XR200;3;24500;Cash
11/09/2025;14:50;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
24/06/2025;15:35;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
07/12/2025;17:05;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
06/03/2026;18:49;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
13/12/2025;08:31;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
14/05/2026;10:35;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;1;4500;Orange Money
19/11/2025;10:09;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
28/04/2026;18:07;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
02/06/2025;12:09;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
11/02/2026;21:46;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
09/04/2026;09:05;Magasin-Douala-02;P-0411;Savon Noir Artisanal;3;2000;Cash
17/12/2025;16:14;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;3;24500;Mobile Money
30/12/2025;21:43;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
20/06/2025;21:04;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
04/12/2025;17:59;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
29/10/2025;09:44;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;11250;Orange Money
07/11/2025;20:07;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
15/12/2025;17:25;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Cash
06/06/2025;18:54;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
12/03/2026;14:42;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;26600;Cash
02/03/2026;18:03;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
06/06/2025;20:02;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
27/07/2025;16:28;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;15500;Orange Money
04/09/2025;10:32;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
20/02/2026;08:06;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;3;5000;Cash
27/03/2026;12:16;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
22/05/2026;08:56;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
15/03/2026;20:56;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
27/08/2025;14:47;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
20/06/2025;09:51;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;3;12500;Orange Money
11/09/2025;16:45;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
24/01/2026;11:27;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
22/03/2026;08:44;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
01/02/2026;19:27;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
30/01/2026;15:03;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
31/12/2025;08:34;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
24/03/2026;19:14;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
13/05/2026;16:38;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3150;Cash
23/01/2026;19:02;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
04/06/2025;15:52;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
06/12/2025;11:53;Magasin-Douala-01;P-0403;Power Bank 10000mAh;3;15000;Cash
05/07/2025;21:45;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
01/12/2025;10:42;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
03/12/2025;09:00;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
07/05/2026;16:20;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
21/12/2025;16:47;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
11/02/2026;16:48;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;3;3500;Orange Money
06/12/2025;12:30;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
05/01/2026;17:33;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
12/09/2025;16:44;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
12/04/2026;17:01;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Mobile Money
10/12/2025;17:55;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
12/04/2026;15:41;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
22/08/2025;14:53;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;3;9000;Mobile Money
07/09/2025;18:36;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
29/07/2025;11:04;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;3;5000;Carte Bancaire
04/10/2025;14:36;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
05/11/2025;17:31;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;2;12500;Cash
16/04/2026;14:18;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;3;15500;Cash
15/10/2025;17:25;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
19/12/2025;17:37;Magasin-Douala-02;P-0401;casque bluetooth xr-200;2;24500;Orange Money
11/03/2026;09:41;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
02/03/2026;09:26;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;2;4750;Mobile Money
31/03/2026;16:02;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Carte Bancaire
26/04/2026;15:15;Magasin-Yaounde-01;P-0401;casque bluetooth xr-200;1;24500;Orange Money
03/07/2025;10:10;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;3;3500;Cash
26/09/2025;21:54;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3150;Carte Bancaire
18/07/2025;17:42;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
21/03/2026;08:52;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;4500;Mobile Money
22/02/2026;15:55;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Cash
20/09/2025;12:29;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
25/02/2026;12:12;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
09/04/2026;14:53;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Cash
06/06/2025;19:00;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
30/04/2026;11:47;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;13500;Mobile Money
26/07/2025;17:22;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
28/10/2025;14:22;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Orange Money
20/05/2026;18:30;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
04/08/2025;16:56;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
09/04/2026;20:58;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;3;24500;Cash
07/04/2026;16:06;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
19/11/2025;16:16;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
05/07/2025;12:01;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Cash
30/11/2025;14:10;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
26/07/2025;20:11;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
26/10/2025;19:15;Magasin-Douala-01;P-0403;Power Bank 10000mAh;3;15000;Orange Money
08/02/2026;11:24;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
31/03/2026;19:55;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
11/11/2025;19:39;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
06/10/2025;08:18;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
17/06/2025;12:41;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
20/05/2026;21:43;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
22/07/2025;13:01;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;1900;Carte Bancaire
18/11/2025;08:40;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
03/02/2026;21:58;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
20/12/2025;13:03;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
16/06/2025;13:23;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;;12000;Mobile Money
29/03/2026;11:40;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
03/08/2025;13:19;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Orange Money
02/12/2025;12:40;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;23275;Cash
28/06/2025;13:31;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
23/04/2026;14:11;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
18/05/2026;08:35;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
28/01/2026;19:58;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Orange Money
20/02/2026;17:44;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
31/12/2025;14:32;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
07/02/2026;12:38;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
26/09/2025;17:33;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
05/02/2026;13:46;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
06/12/2025;17:26;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4050;Cash
08/04/2026;18:34;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;3;24500;Cash
04/12/2025;13:06;Magasin-Bafoussam-01;P-0408;Sac à Main Cuir Bafia;1;35000;Orange Money
17/07/2025;14:50;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
28/05/2026;12:40;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;2;35000;Mobile Money
19/12/2025;17:06;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
15/10/2025;10:31;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
06/07/2025;20:14;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
15/09/2025;12:12;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;2;28000;Mobile Money
26/08/2025;08:58;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
15/06/2025;14:56;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
27/07/2025;19:32;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
04/02/2026;18:09;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Mobile Money
10/05/2026;14:30;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4275;Mobile Money
14/12/2025;19:33;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
24/11/2025;15:15;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;2;12000;Orange Money
19/02/2026;12:53;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
11/04/2026;18:14;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
29/10/2025;15:16;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
08/06/2025;20:23;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
27/03/2026;16:34;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
28/08/2025;11:23;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Cash
25/10/2025;08:13;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
01/05/2026;10:17;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
28/10/2025;10:14;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
09/12/2025;09:28;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
06/12/2025;09:53;Magasin-Yaounde-01;P-0406;Robe Wax Modèle Akwa;1;28000;Carte Bancaire
16/12/2025;09:49;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4050;Carte Bancaire
17/11/2025;09:36;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
15/06/2025;19:14;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
21/12/2025;19:39;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
24/09/2025;16:56;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
15/05/2026;21:31;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
09/03/2026;11:35;Magasin-Yaounde-01;P-0401;casque bluetooth xr-200;3;24500;Orange Money
01/07/2025;21:21;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;3;4500;Mobile Money
16/07/2025;16:41;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Orange Money
28/12/2025;15:42;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
07/09/2025;20:12;Magasin-Douala-02;P-0401;Casque BT XR200;2;24500;Orange Money
24/11/2025;11:52;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
28/10/2025;18:09;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
05/09/2025;16:07;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;3;15000;Mobile Money
21/03/2026;19:56;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Cash
31/05/2026;15:27;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
14/01/2026;20:08;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;14250;Carte Bancaire
04/12/2025;15:13;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;3;9000;Cash
09/10/2025;20:52;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;13950;Orange Money
20/02/2026;15:59;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;2;12500;Orange Money
31/10/2025;19:39;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Orange Money
17/09/2025;17:33;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3325;Cash
24/03/2026;21:50;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
